Cycle_Index,DischargeTime(s),Decrement3.6-3.4V(s),Max.VoltageDischar.(V),Min.Voltage Charg.(V),Time_at4.15V(s),Time_constant_current(s),Charging_time(s),RUL
1015.0,1011.97,275.86813186854124,3.824,3.698,1439.2550000008196,2096.26,7294.27,98
1016.0,1016.06,277.1428571436554,3.825,3.697,1448.320000000298,2096.32,7243.78,97
1017.0,1018.82,278.1098901089281,3.827,3.697,1457.2269999999553,2096.23,7207.27,96
1018.0,1023.07,279.6923076920212,3.828,3.696,1463.7795714307576,2132.35,7221.95,95
1019.0,1024.54,280.7142857145518,3.828,3.694,1470.8509999997914,2132.35,7193.76,94
1020.0,1024.99,280.4879450555891,3.828,3.693,1475.3829999994489,2132.38,7236.13,93
1021.0,1025.41,279.7142857145518,3.828,3.695,1474.0972857140005,2132.38,7228.99,92
1022.0,1024.32,281.2747252751142,3.829,3.693,1475.258000003174,2132.26,7256.93,91
1023.0,1022.75,281.2747252751142,3.829,3.692,1470.8820000011474,2132.38,7283.07,90
1024.0,1020.92,279.5604395605624,3.829,3.693,1466.3209999985993,2096.32,7249.51,89
1025.0,1020.41,278.6373626384884,3.829,3.693,1458.6447142865509,2096.36,7245.95,88
1026.0,1020.0,279.5604395605624,3.829,3.693,1457.3509999997914,2096.35,7257.98,87
1027.0,1017.15,278.0,3.828,3.693,1453.4938571434468,2096.35,7293.63,86
1028.0,1017.66,278.7692307699472,3.828,3.694,1448.359000001103,2096.36,7216.73,85
1029.0,1016.83,277.84615384601057,3.828,3.692,1452.8440000005066,2096.34,7256.48,84
1030.0,1018.22,277.84615384601057,3.828,3.693,1448.218999998644,2096.22,7291.39,83
1031.0,1016.0,277.84615384601057,3.828,3.692,1448.3589999973774,2096.36,7266.47,82
1032.0,1014.91,277.05494505539536,3.828,3.693,1448.375,2096.38,7241.56,81
1033.0,1012.61,275.7692307699472,3.828,3.693,1443.8129999991506,2096.31,7231.2,80
1034.0,1011.88,275.3406593408436,3.828,3.693,1439.375,2096.38,7230.75,79
1035.0,1010.53,275.5714285708964,3.828,3.694,1434.76600000076,2096.27,7259.27,78
1036.0,1006.98,274.5494505483657,3.828,3.694,1430.359000001103,2060.39,7215.84,77
1037.0,987.42,269.3987500015646,3.812,3.816,1092.313000002876,1855.0,7914.27,76
1038.0,991.97,271.54285714402795,3.818,3.943,1082.3440000005066,1844.34,7758.19,75
1039.0,996.06,272.0,3.822,3.699,1380.75,2024.25,7311.09,74
1040.0,999.28,272.30769230797887,3.824,3.697,1394.375,2024.38,7226.06,73
1041.0,1000.59,273.08425274677575,3.825,3.696,1407.1701428554952,2060.31,7209.0,72
1042.0,997.72,272.30769230797887,3.824,3.695,1407.2011428568512,2060.34,7188.59,71
1043.0,997.44,270.80769230797887,3.824,3.696,1398.8440000005066,2024.34,7210.53,70
1044.0,997.44,271.38461538404226,3.825,3.697,1398.8120000008494,2024.31,7167.41,69
1045.0,996.22,271.38461538404226,3.825,3.695,1398.875,2024.38,7173.94,68
1046.0,994.03,272.30769230797887,3.825,3.696,1396.9464285708964,2024.38,7197.66,67
1047.0,993.78,270.23076923005283,3.824,3.696,1389.875,2024.38,7182.91,66
1048.0,991.22,269.8021978009492,3.824,3.697,1389.843999998644,2024.34,7173.72,65
1049.0,989.31,269.010989010334,3.823,3.697,1381.5498571433127,2024.41,7196.25,64
1050.0,987.59,268.2197802197188,3.823,3.696,1376.4059999994934,2024.41,7142.19,63
1051.0,984.78,267.4285714291036,3.822,3.697,1376.3129999991506,1988.31,7090.06,62
1052.0,981.44,267.2142857145518,3.821,3.698,1367.343999998644,1988.34,7170.78,61
1053.0,977.78,264.90000000037253,3.82,3.698,1358.375,1988.38,7106.06,60
1054.0,976.78,265.7142857145518,3.82,3.699,1353.843999998644,1988.34,7125.12,59
1055.0,977.38,265.7142857145518,3.821,3.7,1349.3430000003427,1988.34,7086.25,58
1056.0,977.31,265.7142857145518,3.82,3.699,1349.3440000005066,1988.34,7098.88,57
1057.0,976.41,265.59999999962747,3.821,3.7,1349.375,1988.38,7076.56,56
1058.0,976.22,265.7142857145518,3.821,3.699,1344.8440000005066,1988.34,7102.31,55
1059.0,975.84,264.2142857145518,3.821,3.699,1344.8440000005066,1952.34,7132.03,54
1060.0,974.19,264.8571428563446,3.821,3.699,1340.3129999991506,1952.31,7125.94,53
1061.0,973.53,264.19999999925494,3.82,3.699,1340.406000001356,1952.41,7133.5,52
1062.0,958.66,256.81299999915063,3.806,3.819,1004.8904999997468,1756.97,7889.16,51
1063.0,961.16,261.59999999962747,3.812,3.947,998.343999998644,1736.34,7696.0,50
1064.0,960.22,259.40000000037253,3.813,3.703,1304.3440000005066,1916.34,7230.12,49
1065.0,963.19,260.0,3.816,3.703,1308.8129999991506,1916.31,7158.16,48
1066.0,964.62,261.82857142947614,3.816,3.703,1317.875,1952.38,7128.5,47
1067.0,967.25,261.82857142947614,3.817,3.702,1322.375,1952.38,7103.31,46
1068.0,963.44,261.2142857145518,3.816,3.701,1326.8129999991506,1952.31,7103.44,45
1069.0,960.5,260.0,3.816,3.701,1317.875,1952.38,7069.69,44
1070.0,962.56,261.2142857145518,3.816,3.702,1309.4548571445048,1916.31,7078.06,43
1071.0,962.88,260.11428571492434,3.817,3.702,1313.375,1952.38,7087.38,42
1072.0,961.88,260.11428571492434,3.817,3.702,1313.375,1952.38,7019.19,41
1073.0,962.0,259.7142857145518,3.817,3.701,1313.3129999991506,1916.31,7034.12,40
1074.0,960.5,259.90000000037253,3.817,3.701,1313.375,1952.38,7024.5,39
1075.0,959.12,258.8571428563446,3.817,3.702,1308.875,1916.38,7094.12,38
1076.0,956.56,258.2142857145518,3.816,3.702,1304.25,1916.25,7077.38,37
1077.0,956.12,258.0,3.816,3.72,1299.875,1916.38,7065.81,36
1078.0,956.25,257.48571428470314,3.817,3.702,1295.375,1916.38,7090.12,35
1079.0,951.62,256.30000000074506,3.815,3.702,1295.3129999991506,1916.31,7022.12,34
1080.0,950.31,255.59999999962747,3.815,3.703,1290.8129999991506,1916.31,7024.56,33
1081.0,948.62,255.4285714291036,3.815,3.704,1286.25,1880.25,7087.31,32
1082.0,950.31,256.5714285708964,3.816,3.704,1281.875,1880.38,7056.81,31
1083.0,952.62,257.48571428470314,3.816,3.704,1286.3129999991506,1916.31,7064.31,30
1084.0,954.25,257.3571428563446,3.817,3.702,1290.8129999991506,1916.31,7111.44,29
1085.0,954.06,257.1428571417928,3.818,3.702,1290.875,1916.38,7135.88,28
1086.0,950.19,256.5714285708964,3.816,3.702,1290.6870000008494,1916.19,7155.5,27
1087.0,934.62,245.35924999974668,3.8,3.821,938.3129999991506,1673.0,7812.31,26
1088.0,939.31,253.0714285708964,3.808,3.952,934.0892857145518,1664.38,7730.25,25
1089.0,933.94,250.39285714365545,3.808,3.707,1254.75,1880.25,7170.81,24
1090.0,935.62,250.2352941185236,3.809,3.708,1241.375,1844.38,7112.88,23
1091.0,943.5,254.1176470592618,3.811,3.707,1248.3120000008494,1844.31,7093.75,22
1092.0,940.75,252.0,3.811,3.705,1268.25,1880.25,7157.94,21
1093.0,939.5,252.75,3.812,3.705,1260.375,1880.38,7101.12,20
1094.0,944.81,252.91428571380675,3.813,3.706,1263.875,1880.38,7133.25,19
1095.0,942.5,252.91428571380675,3.814,3.705,1272.875,1880.38,7122.88,18
1096.0,939.38,252.6999999992549,3.813,3.705,1268.375,1880.38,7102.56,17
1097.0,940.75,252.6999999992549,3.814,3.706,1259.375,1880.38,7119.5,16
1098.0,941.31,252.85714285820723,3.814,3.705,1259.375,1880.38,7125.38,15
1099.0,940.75,253.40000000037253,3.814,3.705,1259.375,1880.38,7135.56,14
1100.0,941.0,253.2857142854482,3.814,3.705,1259.4379999991506,1880.44,7107.69,13
1101.0,940.81,252.1142857149244,3.815,3.706,1259.375,1880.38,7123.25,12
1102.0,940.0,252.6999999992549,3.814,3.705,1259.375,1880.38,7148.81,11
1103.0,938.0,252.0,3.813,3.706,1254.875,1844.38,7100.5,10
1104.0,936.44,250.9915966391564,3.813,3.705,1252.375,1844.38,7113.75,9
1105.0,933.88,249.0,3.812,3.706,1250.25,1844.25,7101.12,8
1106.0,930.81,247.96638655476272,3.811,3.706,1244.375,1844.38,7072.19,7
1107.0,928.62,247.5,3.81,3.707,1236.8129999991506,1844.31,7048.62,6
1108.0,927.12,248.02941176481545,3.81,3.707,1236.1870000008494,1844.19,7109.44,5
1109.0,928.0,247.1785714291036,3.81,3.709,1232.25,1844.25,7071.31,4
1110.0,925.25,246.0,3.808,3.707,1232.25,1844.25,6985.12,3
1111.0,920.25,243.75,3.807,3.708,1227.875,1844.38,6994.44,2
1112.0,906.94,233.96900000050664,3.795,3.825,854.375,1582.0,7776.75,1
1113.0,679307.97,283252.125,4.216,3.256,51869.98399999738,604521.09,604521.09,0
