Cycle_Index,DischargeTime(s),Decrement3.6-3.4V(s),Max.VoltageDischar.(V),Min.Voltage Charg.(V),Time_at4.15V(s),Time_constant_current(s),Charging_time(s),RUL
732.0,1309.88,364.1999999992549,3.893,3.622,2222.375,3032.38,7676.38,381
733.0,1308.62,363.30000000074506,3.893,3.622,2219.7725714296103,2996.34,7659.06,380
734.0,1305.47,362.0,3.892,3.621,2216.344000000506,2996.34,7649.38,379
735.0,1304.75,361.3333333339542,3.892,3.622,2210.4059999994934,2996.41,7624.44,378
736.0,1300.12,360.5999999996274,3.892,3.622,2209.454857144505,2996.31,7628.94,377
737.0,1295.75,358.5,3.891,3.623,2198.344000000506,2996.34,7632.0,376
738.0,1292.22,358.0,3.891,3.644,2183.772571427748,2960.34,7603.47,375
739.0,1289.0,356.0,3.89,3.624,2174.3430000003427,2960.34,7627.94,374
740.0,1284.22,354.9333333335817,3.889,3.625,2156.18799999915,2960.19,7600.59,373
741.0,1281.09,355.19999999925494,3.888,3.626,2144.4069999996573,2924.41,7612.97,372
742.0,1279.31,354.0,3.888,3.627,2132.343999998644,2924.31,7599.22,371
743.0,1278.41,352.80000000074506,3.888,3.627,2132.3120000008494,2924.31,7595.19,370
744.0,1278.88,352.80000000074506,3.888,3.627,2127.200142856688,2924.34,7600.91,369
745.0,1246.34,360.0,3.876,3.803,1897.405999999493,2779.0,7989.84,368
746.0,1255.62,350.09999999962747,3.877,3.909,1826.3440000005064,2708.34,7770.84,367
747.0,1256.94,349.0,3.88,3.634,2065.5178571436554,2852.38,7603.0,366
748.0,1263.0,350.0,3.882,3.633,2070.660714285448,2852.38,7500.12,365
749.0,1269.31,351.59999999962747,3.885,3.631,2091.169142857194,2888.31,7531.88,364
750.0,1268.0,350.5,3.886,3.631,2108.375,2888.38,7505.88,363
751.0,1268.62,351.3333333339542,3.886,3.631,2106.5977142862976,2888.31,7554.06,362
752.0,1265.31,350.69999999925494,3.885,3.63,2102.375,2888.38,7510.81,361
753.0,1261.19,349.0,3.885,3.63,2090.3120000008494,2888.31,7500.38,360
754.0,1258.88,347.3333333339542,3.885,3.631,2075.803571429104,2852.38,7492.75,359
755.0,1255.38,346.5,3.884,3.632,2065.3928571436554,2852.25,7468.12,358
756.0,1255.5,347.3333333339542,3.885,3.632,2055.169142857194,2816.31,7449.0,357
757.0,1256.81,347.73333333432674,3.886,3.632,2055.169142857194,2816.31,7512.44,356
758.0,1256.69,347.40000000037253,3.886,3.631,2060.31299999915,2816.31,7527.44,355
759.0,1257.56,348.0,3.886,3.631,2062.625,2818.62,7543.56,354
760.0,1257.44,346.40000000037253,3.886,3.631,2060.25,2852.25,7546.38,353
761.0,1255.44,347.0,3.886,3.631,2060.375,2816.38,7580.56,352
762.0,1255.19,346.5,3.886,3.632,2054.3120000008494,2816.31,7573.19,351
763.0,1252.31,346.6666666660458,3.885,3.632,2054.375,2816.38,7599.12,350
764.0,1250.38,345.5,3.884,3.632,2044.8214285708964,2816.25,7579.56,349
765.0,1247.12,345.0,3.883,3.633,2039.740571429953,2816.31,7553.06,348
766.0,1245.31,344.0,3.884,3.633,2034.660714285448,2816.38,7595.19,347
767.0,1243.94,344.0,3.883,3.635,2029.455857142806,2780.31,7558.62,346
768.0,1243.62,343.80000000074506,3.884,3.636,2024.25,2780.25,7550.25,345
769.0,1220.44,352.81200000084937,3.873,3.798,1799.375,2667.0,7919.06,344
770.0,1221.0,340.0,3.872,3.912,1743.5120000001043,2600.31,7779.5,343
771.0,1227.19,340.0,3.876,3.641,1962.5987142845988,2744.31,7494.12,342
772.0,1234.19,342.0,3.878,3.639,1982.375,2744.38,7490.19,341
773.0,1238.62,343.19999999925494,3.878,3.637,2000.3129999991504,2780.31,7536.06,340
774.0,1242.12,343.3333333339542,3.88,3.635,2013.964285714552,2780.25,7503.75,339
775.0,1239.88,342.0,3.881,3.634,2030.375,2780.38,7496.38,338
776.0,1238.25,343.0,3.88,3.635,2024.187000000849,2780.19,7454.69,337
777.0,1235.69,342.5,3.88,3.635,2024.3129999991504,2780.38,7484.38,336
778.0,1234.38,341.69999999925494,3.88,3.636,2012.3129999991504,2780.31,7470.06,335
779.0,1232.0,340.5,3.88,3.636,2003.803571429104,2780.38,7429.94,334
780.0,1231.38,341.69999999925494,3.88,3.637,1998.660714285448,2780.38,7441.62,333
781.0,1232.5,340.6666666660458,3.88,3.638,1993.4548571445048,2744.31,7474.12,332
782.0,1233.0,340.6666666660458,3.88,3.636,1993.455857142806,2744.31,7467.0,331
783.0,1231.5,340.0,3.88,3.636,1993.455857142806,2744.31,7468.81,330
784.0,1228.88,340.0,3.88,3.637,1993.517857143656,2744.38,7489.62,329
785.0,1228.56,338.40000000037253,3.88,3.637,1988.3129999991504,2744.31,7473.19,328
786.0,1227.12,338.0,3.88,3.637,1988.375,2744.38,7475.25,327
787.0,1224.88,337.5,3.879,3.638,1983.169142857194,2744.31,7461.5,326
788.0,1223.12,338.6666666660458,3.879,3.638,1976.312000000849,2744.31,7457.88,325
789.0,1221.06,338.5,3.878,3.638,1972.8214285708964,2744.25,7454.12,324
790.0,1218.5,336.6666666660458,3.877,3.64,1967.7415714282545,2744.31,7413.12,323
791.0,1214.56,334.6666666660458,3.877,3.639,1962.535714285448,2708.25,7461.19,322
792.0,1211.94,335.46666666679084,3.877,3.641,1952.375,2708.38,7439.38,321
793.0,1200.06,344.4375,3.87,3.804,1694.375,2555.0,7858.5,320
794.0,192382.49,5640.0,4.236,3.351,56100.00399999879,67345.63,67345.63,319
801.0,1232.67,341.0,3.873,3.65,2013.9392857141795,2780.22,7845.09,312
802.0,1235.62,340.5,3.876,3.647,2034.6367142871024,2780.35,7596.45,311
803.0,1239.07,339.92479999922216,3.877,3.648,2039.780571429059,2780.35,7564.77,310
804.0,1239.74,340.80000000074506,3.877,3.645,2044.8604285698384,2816.29,7539.11,309
805.0,1241.28,342.0,3.878,3.646,2042.2695000004023,2816.25,7555.33,308
806.0,1242.81,341.3333333339542,3.879,3.644,2044.922428570688,2816.35,7541.31,307
807.0,1237.86,340.0,3.878,3.644,2044.8914285711944,2816.32,7547.62,306
808.0,1238.3,340.80000000074506,3.878,3.645,2029.4628571439528,2780.32,7519.8,305
809.0,1235.58,340.0,3.878,3.644,2029.400857143104,2780.26,7555.91,304
810.0,1231.39,339.0,3.876,3.644,2019.2081428579984,2780.35,7505.16,303
811.0,1231.78,338.6666666660458,3.877,3.644,2012.350999999792,2780.35,7576.83,302
812.0,1228.48,338.09999999962747,3.875,3.644,2003.6475714296105,2744.22,7496.64,301
813.0,1231.94,340.0,3.876,3.644,1993.5248571410773,2744.38,7507.39,300
814.0,1232.95,337.49612499959767,3.877,3.644,2006.288999998942,2744.29,7586.09,299
815.0,1232.25,338.6666666660458,3.875,3.643,2003.7415714282545,2744.31,7575.81,298
816.0,1236.52,340.0,3.878,3.643,2003.772571427748,2744.34,7589.86,297
817.0,1236.61,340.0,3.877,3.642,2014.198285713792,2780.48,7612.11,296
818.0,1228.28,351.6019999999553,3.874,3.802,1785.25,2646.02,7979.39,295
819.0,1212.36,335.5,3.868,3.91,1784.327999999747,2636.33,7842.47,294
820.0,1204.09,334.6666666660458,3.868,3.648,1952.265999998897,2708.27,7539.91,293
821.0,1198.75,333.0,3.867,3.65,1928.359999999404,2672.36,7466.89,292
822.0,1202.08,332.6666666660458,3.868,3.65,1911.1701428592205,2672.31,7457.38,291
823.0,1204.09,332.6666666660458,3.871,3.649,1922.327999999747,2672.33,7451.42,290
824.0,1200.03,332.0,3.868,3.648,1921.470857143402,2672.33,7497.8,289
825.0,1211.47,333.3333333339542,3.871,3.649,1910.343999998644,2672.34,7506.84,288
826.0,1215.38,335.3333333339542,3.874,3.646,1946.3440000005064,2708.34,7462.03,287
827.0,1215.25,334.40000000037253,3.874,3.645,1957.517857143656,2708.38,7506.59,286
828.0,1216.59,336.0,3.875,3.644,1957.486857144162,2708.34,7512.5,285
829.0,1215.09,334.40000000037253,3.874,3.644,1957.486857144162,2708.34,7536.75,284
830.0,1214.78,335.0,3.874,3.645,1952.375,2708.38,7490.38,283
831.0,1209.16,332.6666666660458,3.874,3.645,1952.3129999991504,2708.31,7550.56,282
832.0,1207.12,334.0,3.873,3.646,1931.740571429953,2672.31,7517.53,281
833.0,1206.41,332.0,3.874,3.646,1928.343999998644,2672.34,7567.38,280
834.0,1182.19,327.3333333339542,3.863,3.646,1926.628714285791,4204.28,7070.44,279
835.0,1189.34,328.0,3.87,3.652,1864.8524285703893,2600.28,7307.91,278
836.0,1185.78,327.3333333339542,3.869,3.65,1880.25,2636.25,7381.09,277
837.0,1184.94,327.3333333339542,3.869,3.651,1874.375,2600.38,7361.56,276
838.0,1182.44,326.6666666660458,3.869,3.651,1870.0262857154007,2600.31,7411.25,275
839.0,1192.16,329.3333333339542,3.872,3.651,1859.678571429104,2600.25,7469.03,274
840.0,1185.03,326.6666666660458,3.869,3.65,1885.455857142806,2636.38,7438.47,273
841.0,1184.69,325.3333333339542,3.87,3.651,1864.8834285717453,2600.31,7410.91,272
842.0,1189.31,340.79649999924004,3.867,3.809,1638.343999998644,2478.0,7912.53,271
843.0,1196.41,330.0,3.87,3.913,1652.3440000005066,2492.34,7849.06,270
844.0,1184.28,329.19999999925494,3.867,3.649,1900.915428571403,2636.34,7537.28,269
845.0,1170.81,324.6666666660458,3.864,3.652,1864.884428570047,2600.31,7464.0,268
846.0,1170.66,324.6666666660458,3.864,3.654,1826.3430000003427,2564.34,7408.78,267
847.0,1171.44,324.40000000037253,3.863,3.654,1826.25,2564.25,7374.47,266
848.0,1168.28,322.0,3.863,3.655,1833.9332857150584,2564.22,7375.38,265
849.0,1167.56,322.6666666660458,3.865,3.654,1828.915428571403,2564.34,7364.97,264
850.0,1168.88,323.3333333339542,3.866,3.655,1823.740571429953,2564.31,7418.31,263
851.0,1177.31,324.80000000074506,3.869,3.656,1828.8214285708964,2564.25,7440.5,262
852.0,1181.12,326.6666666660458,3.869,3.653,1854.660714285448,2600.38,7431.69,261
853.0,1180.25,324.6666666660458,3.87,3.651,1862.1879999991504,2600.19,7455.31,260
854.0,1180.0,324.6666666660458,3.869,3.652,1856.437000000849,2600.44,7424.69,259
855.0,1179.31,323.3333333339542,3.87,3.653,1856.437000000849,2600.44,7440.12,258
856.0,1178.69,324.90000000037253,3.87,3.652,1856.312000000849,2600.31,7455.62,257
857.0,1176.81,324.0,3.869,3.652,1856.375,2600.38,7414.69,256
858.0,1176.75,324.0,3.869,3.652,1854.660714285448,2600.38,7457.62,255
859.0,1172.75,323.3333333339542,3.869,3.652,1849.392857143656,2600.25,7417.56,254
860.0,1166.75,322.47619047760963,3.867,3.653,1839.2321428563448,2564.38,7367.5,253
861.0,1162.44,321.3333333339542,3.865,3.655,1823.803571429104,2564.38,7413.75,252
862.0,1159.0,320.6666666660458,3.864,3.655,1808.25,2528.25,7382.0,251
863.0,1156.62,318.8571428563446,3.863,3.657,1798.0892857145518,2528.38,7358.62,250
864.0,1156.12,320.0,3.864,3.656,1798.0262857154012,2528.31,7347.88,249
865.0,1159.31,319.2380952369422,3.864,3.656,1797.9642857145518,2528.25,7395.5,248
866.0,1170.56,333.625,3.865,3.799,1547.375,2387.0,7802.12,247
867.0,1169.94,324.0,3.865,3.915,1604.25,2420.25,7880.25,246
868.0,1160.06,320.0,3.864,3.655,1834.089285714552,2564.38,7523.44,245
869.0,1153.31,320.0,3.863,3.658,1803.1071428563448,2528.25,7450.25,244
870.0,1144.25,316.80000000074506,3.86,3.659,1784.25,2528.25,7356.0,243
871.0,1136.0,315.3333333339542,3.858,3.66,1756.759428570047,2492.19,7387.31,242
872.0,1141.88,316.6666666660458,3.86,3.663,1736.3129999991506,2456.31,7342.56,241
873.0,1134.19,314.6666666660458,3.858,3.66,1751.615571429953,2456.19,7344.69,240
874.0,1143.06,316.0,3.861,3.661,1731.1071428563446,2456.25,7329.56,239
875.0,1140.81,316.6666666660458,3.86,3.66,1756.8214285708964,2492.25,7359.5,238
876.0,1141.81,316.0,3.86,3.66,1751.6165714282542,2456.19,7382.94,237
877.0,1149.69,317.19999999925494,3.863,3.661,1756.9464285708964,2492.38,7369.75,236
878.0,1149.69,316.0,3.864,3.658,1772.3120000008494,2492.31,7372.75,235
879.0,1151.44,318.0,3.864,3.658,1772.1870000008494,2492.19,7364.81,234
880.0,1151.69,318.0,3.864,3.658,1777.3928571436554,2492.25,7427.12,233
881.0,1154.38,317.65714285708964,3.863,3.658,1777.3928571436554,2492.25,7435.38,232
882.0,1154.5,318.0,3.864,3.657,1787.6785714291036,2492.25,7388.25,231
883.0,1152.94,319.19999999925494,3.863,3.656,1787.740571429953,2492.31,7422.0,230
884.0,1148.19,317.82857142947614,3.863,3.66,1782.6607142854482,2492.38,7423.88,229
885.0,1144.56,316.80000000074506,3.861,3.658,1772.375,2492.38,7409.12,228
886.0,1136.75,314.6666666660458,3.86,3.659,1762.1512857154012,2492.44,7405.0,227
887.0,1134.94,314.0,3.86,3.661,1741.5178571436554,2456.38,7393.06,226
888.0,1133.81,313.54285714402795,3.86,3.661,1736.3120000008494,2456.31,7364.44,225
889.0,1131.38,312.51428571529686,3.859,3.662,1731.1701428554952,2456.31,7386.12,224
890.0,1142.44,326.375,3.858,3.804,1463.375,2289.0,7887.81,223
