Cycle_Index,DischargeTime(s),Decrement3.6-3.4V(s),Max.VoltageDischar.(V),Min.Voltage Charg.(V),Time_at4.15V(s),Time_constant_current(s),Charging_time(s),RUL
161.0,2043.88,706.3999999999069,3.998,3.436,4532.313000000082,5480.31,8719.94,952
162.0,2043.88,696.0,4.007,3.691,4487.311999999918,5453.06,8809.94,951
163.0,2063.62,704.7999999998137,3.992,3.778,4422.047999999486,5408.45,8837.34,950
164.0,2063.94,709.6000000000931,3.994,3.437,4580.321000000462,5516.32,8844.64,949
165.0,2060.42,705.6000000000931,3.994,3.437,4586.38300000038,5516.38,8830.3,948
166.0,2056.9,705.6000000000931,3.995,3.437,4574.382999999914,5516.38,8792.38,947
167.0,2054.37,705.6000000000931,3.995,3.437,4565.915999999736,5516.32,8818.78,946
168.0,2051.17,704.0,3.995,3.438,4556.339333333075,5516.32,8789.41,945
169.0,2047.81,702.0,3.995,3.438,4550.351999999955,5480.35,8762.31,944
170.0,2045.38,702.3999999999069,3.994,3.44,4537.151999999303,5480.35,8773.66,943
171.0,2042.37,698.3936000000685,3.994,3.441,4529.9590000002645,5480.36,8741.28,942
172.0,2039.71,698.3999999999069,3.995,3.441,4522.7209999994375,5480.32,8740.1,941
173.0,2036.9,694.3999999999069,3.994,3.442,4514.319999999832,5444.32,8750.37,940
174.0,2035.27,694.7999999998137,3.995,3.442,4508.351999999955,5444.35,8747.84,939
175.0,2033.47,694.7999999998137,3.994,3.443,4501.121000000276,5444.32,8731.49,938
176.0,2032.0,692.7999999998137,3.994,3.443,4493.972199999727,5444.34,8720.34,937
177.0,2030.14,692.7999999998137,3.995,3.443,4486.728000000119,5444.33,8684.33,936
178.0,2028.0,688.7999999998137,3.995,3.444,4484.375,5408.38,8706.36,935
179.0,2026.05,691.2000000001863,3.994,3.444,4478.25,5408.25,8705.12,934
180.0,2024.38,687.2020666664466,3.994,3.444,4472.312000000384,5408.31,8708.16,933
181.0,2022.75,689.6000000000931,3.994,3.445,4460.344000000507,5408.34,8713.08,932
182.0,2020.77,687.6000000000931,3.994,3.445,4454.328000000212,5408.33,8698.22,931
183.0,2020.39,686.992249999661,3.995,3.445,4450.743999999482,5408.34,8709.16,930
184.0,2018.94,687.6000000000931,3.994,3.445,4448.35999999987,5408.36,8701.61,929
185.0,2018.08,685.6000000000931,3.994,3.446,4443.558999999892,5372.36,8710.62,928
186.0,2017.06,676.813000000082,4.003,3.697,4389.343999999575,5355.0,8766.66,927
187.0,2016.22,676.0,3.989,3.773,4370.343000000343,5336.34,8762.41,926
188.0,2021.81,685.0,3.993,3.451,4436.343999999575,5372.34,8703.72,925
189.0,2020.78,685.6000000000931,3.994,3.447,4454.375,5408.38,8719.75,924
190.0,2018.25,684.0,3.993,3.446,4448.375,5372.38,8714.94,923
191.0,2016.12,686.3999999999069,3.993,3.446,4442.343999999575,5372.34,8699.53,922
192.0,2014.19,682.3855333332904,3.993,3.447,4436.343000000343,5372.34,8691.94,921
193.0,2012.34,680.3999999999069,3.993,3.448,4429.174999999814,5372.38,8698.09,920
194.0,2010.22,680.7999999998137,3.993,3.448,4421.943000000436,5372.34,8691.31,919
195.0,2008.03,676.7999999998137,3.993,3.448,4414.774999999907,5372.38,8680.53,918
196.0,2006.38,676.7999999998137,3.993,3.449,4412.311999999918,5336.31,8661.19,917
197.0,2004.31,676.7999999998137,3.993,3.449,4406.375,5336.38,8664.91,916
198.0,2003.25,675.2000000001863,3.992,3.449,4400.375,5336.38,8675.59,915
199.0,2001.22,675.2000000001863,3.992,3.45,4393.143999999389,5336.34,8663.38,914
200.0,1999.81,675.5751999998465,3.991,3.451,4388.311999999918,5336.31,8671.97,913
201.0,1998.75,673.6000000000931,3.992,3.451,4382.327999999747,5336.34,8668.19,912
202.0,1997.06,673.6000000000931,3.992,3.451,4378.712999999989,5336.31,8680.31,911
203.0,1996.0,672.0,3.992,3.451,4371.418999999762,5300.22,8657.47,910
204.0,1994.91,672.0,3.992,3.451,4370.313000000082,5300.31,8638.31,909
205.0,1993.31,672.0,3.991,3.451,4364.344000000507,5300.34,8636.97,908
206.0,1992.16,670.3999999999069,3.991,3.451,4364.375,5300.38,8640.56,907
207.0,1990.62,670.3999999999069,3.991,3.451,4357.081999999471,5300.28,8640.44,906
208.0,1989.94,666.3999999999069,3.991,3.453,4349.913000000175,5300.31,8681.19,905
209.0,1987.56,668.7999999998137,3.991,3.453,4346.343499999959,5300.31,8610.0,904
210.0,1985.56,657.625,3.999,3.702,4298.375,5257.06,8737.12,903
211.0,200892.99,99536.92650000006,4.269,3.279,68880.00399999972,80526.56,80526.56,902
212.0,2010.88,666.0,3.983,3.434,4796.351999999955,5804.35,9386.14,901
213.0,2014.4,674.4000000003725,3.987,3.458,4412.479000000283,5336.48,8762.21,900
214.0,2012.29,672.0,3.987,3.456,4421.920999999158,5372.32,8765.15,899
215.0,2009.31,668.0,3.987,3.458,4414.752000000328,5336.35,8738.72,898
216.0,2006.66,668.0,3.987,3.458,4406.320999999531,5336.32,8725.21,897
217.0,2003.97,668.0,3.988,3.458,4400.350999999791,5336.35,8736.58,896
218.0,2000.64,666.0,3.988,3.458,4393.150999999605,5336.35,8712.19,895
219.0,1998.11,660.0,3.988,3.459,4382.382000000216,5300.38,8707.16,894
220.0,1995.24,662.4000000003725,3.987,3.46,4376.352000000887,5300.35,8718.31,893
221.0,1992.42,662.4000000003725,3.987,3.46,4364.350999999791,5300.35,8691.45,892
222.0,1989.82,658.4000000003725,3.987,3.46,4357.049999999814,5300.25,8684.06,891
