Battery_ID;Cycle_Index;DischargeTime(s);Decrement3.6-3.4V(s);Max.VoltageDischar.(V);Min.Voltage Charg.(V);Time_at4.15V(s);Time_constant_current(s);Charging_time(s);RUL
2120;3540;183759;5760;3974;3493;3,85434E+15;476034;840803;759
2120;3550;183331;5720;3973;3493;3,84831E+15;476031;84090;758
2120;3560;182488;5,66437E+15;3978;3712;3,75944E+15;47110;852844;757
2120;3570;183696;5700;3966;3799;3,68739E+15;465219;848726;756
2120;3580;184029;5720;3969;3498;3,86035E+16;476035;84200;755
2120;3590;183971;5720;397;3496;3,87235E+15;479635;842973;754
2120;3600;183603;5700;397;3495;3,86635E+15;476035;838941;753
2120;3610;183357;5700;397;3496;3,85435E+15;476035;838813;752
2120;3620;183129;5,704E+15;397;3497;3,84595E+15;476035;837062;751
2120;3630;182909;5680;397;3497;3,84239E+15;476039;83592;750
2120;3640;182803;5680;397;3497;3,83158E+16;476038;838118;749
2120;3650;182573;5680;397;3497;3,82426E+16;472426;838931;748
2120;3660;182349;5660;397;3498;3,8242E+15;47242;838359;747
2120;3670;182209;5660;397;3498;3,81238E+16;472438;837993;746
2120;3680;182061;5660;397;3498;3,80979E+16;472419;839353;745
2120;3690;1680;3,42857E+15;397;3499;3,80651E+16;472451;835543;744
2120;3860;179955;5,568E+15;3968;3983;111225;202425;574211;727
2120;3870;179676;5540;3967;3503;3,72831E+15;465234;832041;726
2120;3880;179486;5,512E+15;3967;3502;3,72233E+15;461633;833028;725
2120;3890;179303;5520;3967;3503;3,71636E+16;461636;834183;724
2120;3900;179158;5510;3967;3503;3,70922E+15;461642;835258;723
2120;3910;178964;5,496E+15;3967;3504;3,70436E+14;461636;835162;722
2120;3920;178778;5500;3967;3504;3,69479E+14;461639;833966;721
2120;3930;178531;5480;3967;3505;3,68756E+16;458036;828564;720
2120;3940;178406;5480;3967;3506;3,68034E+16;458034;83295;719
2120;3950;178272;5440;3967;3505;3,68033E+15;458033;834091;718
2120;3960;178161;5460;3967;3506;3,67316E+15;458036;835089;717
2120;3970;177966;5,44974E+15;3967;3506;3,66823E+14;458023;830017;716
2120;3980;177847;5450;3967;3505;3,66231E+14;458031;828717;715
2120;3990;177678;5440;3966;3506;3,65871E+15;458031;83085;714
2120;4000;177588;5440;3966;3507;3,65151E+15;458031;827844;713
2120;4010;177422;5420;3966;3506;3650375;454438;827781;712
2120;4020;177125;5,392E+15;3965;3507;3,64431E+15;454431;827994;711
2120;4030;176169;5,37594E+14;3968;3724;3,54241E+16;44940;845181;710
2120;4040;1970169;3,08249E+16;4262;3297;6,462E+14;7608912;7608912;709
2120;4050;179248;5360;3955;3481;4,27075E+15;530035;970774;708
2120;4060;179946;5,44819E+15;396;3521;3,72456E+16;461856;846189;707
2120;4070;180026;5460;396;3518;3,74499E+16;465219;840442;706
2120;4080;179968;5440;3961;3517;3,74512E+15;465232;841079;705
2120;4090;179715;5440;3961;3518;3,74035E+16;465235;835888;704
2120;4100;179514;5440;3962;3517;3,73782E+15;465222;836035;703
2120;4110;179312;5400;3961;3516;3,72829E+15;461629;837702;702
2120;4120;179088;5400;3961;3517;3,71635E+15;461635;837831;701
2120;4130;178829;5400;3962;3517;3,71029E+15;461629;834641;700
2120;4140;178627;5420;3962;3517;3,70192E+16;461632;837149;699
2120;4150;178291;5390;3962;3518;3,69235E+15;458035;833984;698
2120;4160;177975;5400;3961;3517;3,68635E+15;458035;834521;697
2120;4170;17770;5380;3961;3517;3,67438E+14;458038;830989;696
2120;4180;177434;5360;3961;3516;3,66596E+16;458036;834241;695
2120;4190;177166;5340;3961;3517;3,65633E+15;454433;830116;694
2120;4200;176925;5340;396;3517;3,64433E+15;454433;831792;693
2120;4210;176623;5330;3961;3517;3,63702E+15;454422;830103;692
2120;4220;176442;5320;396;3517;3,62634E+15;454434;833161;691
2120;4230;176123;5300;396;3518;3,61542E+16;450822;829866;690
2120;4240;175958;5320;3959;3518;3,60834E+16;450834;83135;689
2120;4250;175642;5300;3959;3519;3,60233E+15;450833;826609;688
2120;4260;175383;5,27012E+15;3959;3518;3,59396E+16;450836;825847;687
2120;4270;175108;5260;3959;3518;3,58674E+15;447234;830195;686
2120;4280;173791;5,25594E+15;3961;3726;3465375;441699;846841;685
2120;4290;174622;5220;3953;3809;3,42828E+16;436428;839312;684
2120;4300;175038;5260;3958;3523;3,56514E+15;447234;830191;683
2120;4310;174959;5240;3959;3521;3,57954E+15;447234;82795;682
2120;4340;17472;5260;3958;3524;3,53632E+15;443632;819741;679
2120;4350;174637;5260;3959;352;3,56632E+15;447232;823994;678
2120;4360;174512;5260;3959;3519;3,56512E+15;447232;823158;677
2120;4370;17423;5250;3959;3519;3,55795E+15;447235;825235;676
2120;4380;174035;5220;3959;352;3,54835E+16;443635;825296;675
2120;4390;173817;5210;3959;3519;3,53632E+15;443632;826586;674
2120;4400;173418;5200;3959;3519;3,52915E+15;443635;819975;673
2120;4410;173194;5,17286E+15;3958;352;3,51832E+15;443632;821062;672
2120;4420;172931;5160;3958;3521;3,51235E+16;440035;822806;671
2120;4430;172762;5160;3958;3521;3,50035E+16;440032;821898;670
2120;4440;172588;5160;3959;3521;3,50035E+16;440035;821088;669
