Battery_ID;Cycle_Index;DischargeTime(s);Decrement3.6-3.4V(s);Max.VoltageDischar.(V);Min.Voltage Charg.(V);Time_at4.15V(s);Time_constant_current(s);Charging_time(s);RUL
1530;280;223438;8520;4045;3378;5,11837E+15;609136;917638;1085
1530;290;223216;8520;4045;3378;5,11133E+15;608433;914558;1084
1530;300;223078;8,49609E+15;4045;3377;5,11127E+16;608425;913728;1083
1530;310;222916;8,49594E+14;4045;3377;5,10436E+16;607738;913156;1082
1530;320;222764;8,47172E+15;4045;3378;5,09734E+15;607734;914298;1081
1530;330;222638;8,47203E+15;4045;3377;5,09036E+15;607036;914966;1080
1530;340;222388;8,44797E+15;4045;3378;5,09031E+15;60633;913325;1079
1530;350;222262;8400;4045;3379;5,08336E+16;605636;911239;1078
1530;360;222102;8,42406E+14;4046;3378;5,07627E+16;604928;911214;1077
1530;370;222019;8400;4046;3378;5,07634E+15;604938;913616;1076
1530;380;221841;8,37594E+14;4046;3393;5,06931E+15;604231;910106;1075
1530;390;221689;8,35203E+15;4046;3379;5062375;603536;911224;1074
1530;400;221497;8,25594E+14;4025;3604;5,02631E+15;59990;921278;1073
1530;410;221975;8280;4041;3686;5,02031E+15;600031;917441;1072
1530;420;22225;8,35188E+15;4045;3382;5,0588E+15;603528;912516;1071
1530;430;222053;8,32813E+15;4045;3379;5069375;604938;915572;1070
1530;440;221728;8,30407E+15;4045;3379;5062375;603538;911594;1069
1530;450;221466;8280;4045;3381;5,04834E+15;602834;912281;1068
1530;460;221125;8280;4044;3381;504125;602125;907406;1067
1530;470;221059;8280;4045;3381;5034375;601438;911803;1066
1530;480;220856;8,25594E+14;4045;3382;5,03073E+16;600722;909856;1065
1530;490;220688;8,23219E+14;4045;3382;5,02728E+15;600025;909178;1064
1530;500;220319;8,20812E+15;4045;3383;5020375;599338;908359;1063
1530;510;220253;8,20782E+15;4045;3384;5013375;598638;908947;1062
1530;520;220034;8160;4044;3386;5,00634E+15;597934;908941;1061
1530;530;219819;8160;4044;3385;4,99922E+15;597222;906753;1060
1530;540;21970;8,13593E+15;4044;3387;499225;596525;907462;1059
1530;550;219594;8,13593E+15;4044;3387;4,98886E+15;596538;907966;1058
1530;560;219412;8,11219E+15;4044;3387;4,98534E+15;595834;904997;1057
1530;570;219256;8,13594E+14;4044;3388;4,97828E+15;595828;904944;1056
1530;580;219075;8,11218E+15;4044;3387;4,97831E+15;595131;902953;1055
1530;590;21895;8,08813E+15;4044;3388;4971375;594438;904991;1054
1530;600;218819;8,06437E+15;4044;3389;4,96431E+15;593731;905931;1053
1530;610;218625;8,06438E+15;4043;3391;4,96084E+15;593738;902775;1052
1530;620;218556;806375;4043;339;4957375;593038;901512;1051
1530;630;218512;8,06438E+15;4043;339;4957375;593038;905106;1050
1530;640;217906;7,89562E+15;4022;3625;4921375;58940;906994;1049
1530;650;20600726;-6,41927E+16;4271;3166;7,281E+15;8447465;8447465;1048
1530;660;218256;7,932E+15;4004;3381;5,21392E+16;620032;945946;1047
1530;670;218262;7980;4007;3395;4,96915E+15;591235;911485;1046
1530;680;218013;7,976E+15;4007;3394;4,96918E+15;591235;909392;1045
1530;690;217734;7950;4008;3394;4,96192E+15;591232;905818;1044
1530;700;217517;7950;4007;3395;4,95478E+15;591238;906441;1043
1530;710;217344;7930;4008;3398;4,94755E+15;591235;908074;1042
1530;720;217056;7,896E+15;4008;3397;4,94032E+15;591232;906073;1041
1530;730;216826;7,896E+15;4008;3399;4,93312E+14;587632;904826;1040
1530;740;216554;7880;4008;3399;4,92832E+15;587632;902749;1039
1530;750;216377;7860;4008;3401;4,91879E+15;587639;902752;1038
1530;760;216218;7,836E+15;4008;3401;4,91632E+15;587632;900832;1037
1530;770;216017;7860;4008;3401;4,91155E+15;587635;900064;1036
1530;780;215866;7840;4008;3401;4,91036E+15;587636;902348;1035
1530;790;215594;7800;4007;3402;4,90433E+15;587633;896809;1034
1530;800;215469;7,824E+15;4008;3402;4,89716E+15;584036;897428;1033
1530;810;215242;7,824E+15;4008;3403;4,88991E+15;584031;896595;1032
1530;820;215142;7,824E+15;4008;3405;4,88273E+15;584033;896208;1031
1530;830;214992;7,784E+15;4008;3403;4,88034E+15;584034;895881;1030
1530;840;214848;7,784E+15;4008;3404;4,87551E+15;584031;893036;1029
1530;850;214739;7,764E+15;4008;3404;4,86833E+15;584033;896202;1028
1530;860;214583;7770;4008;3405;4,86827E+15;584027;894292;1027
1530;870;214458;7750;4008;3404;4,86231E+15;580431;896316;1026
1530;880;21425;7,728E+15;4008;3405;4,85633E+15;580433;894759;1025
1530;890;214706;7,63218E+15;4018;3653;4,81631E+15;578897;900712;1024
1530;900;214516;7660;4003;3731;4,80834E+15;576834;902606;1023
1530;910;214728;7740;4006;341;4,85394E+15;580434;897731;1022
1530;920;214528;7,728E+15;4007;3406;4,86114E+15;580434;897409;1021
1530;930;214312;7740;4008;3407;4,85394E+15;580434;897741;1020
1530;940;214053;7700;4008;3407;4,84674E+15;580434;896047;1019
1530;950;213888;7700;4008;3407;4,83951E+15;580431;895019;1018
1530;960;213731;7680;4007;3407;4838375;580438;897172;1017
1530;970;213519;7,692E+15;4007;3408;4832375;580438;89275;1016
1530;980;213334;7690;4007;3408;4,82514E+15;576834;894438;1015
1530;990;213069;7,656E+15;4007;3408;4,81794E+15;576834;889653;1014
1530;1000;212856;7680;4007;3409;4,81074E+15;576834;890175;1013
1530;1010;212697;7620;4006;341;4,80351E+15;576831;889903;1012
1530;1020;212578;7620;4006;3411;4,79631E+15;576831;891322;1011
1530;1030;212441;7,644E+15;4006;3411;4796375;576838;89165;1010
1530;1040;212203;7,624E+15;4005;3411;4,78915E+15;573234;887509;1009
1530;1050;21120;7590;4005;3411;4,78194E+15;573234;889259;1008
1530;1060;211881;7,608E+15;4006;3413;4,77474E+15;573234;889244;1007
1530;1070;211762;7,568E+15;4006;3412;4,76751E+15;573231;890544;1006
1530;1080;211512;7,572E+15;4005;3414;4766375;573238;885425;1005
1530;1090;211431;7,552E+15;4006;3414;4760375;573238;889838;1004
1530;1100;211231;7530;4005;3414;4,75317E+15;569638;887056;1003
1530;1110;211119;7530;4005;3414;4748375;569638;886006;1002
1530;1120;210094;7,488E+15;3991;3415;4,74598E+15;614788;87665;1001
1530;1130;210981;7,39187E+14;4014;3674;469025;56560;888406;1000
1530;1150;212461;7,512E+15;3998;3397;5,06626E+15;605626;942595;998
1530;1160;212416;7520;3999;3415;4,77832E+15;573232;895184;997
1530;1170;212179;7,51998E+15;40;3415;4,78182E+15;573222;895082;996
1530;1180;211997;7,496E+15;4001;3417;4,77235E+15;573235;895965;995
1530;1190;21177;7,476E+15;4001;3417;4,76755E+15;573235;896547;994
1530;1200;211424;7,476E+15;4001;3419;4,76035E+15;569635;893274;993
1530;1210;211111;7440;4001;3419;4,75315E+15;569635;891818;992
1530;1220;210784;7440;4001;3421;4,74232E+15;569632;891901;991
1530;1230;210528;7400;4001;3421;4,73152E+15;569632;889766;990
1530;1240;210291;7380;4001;3422;4,72435E+15;566035;891322;989
1530;1250;210016;7,404E+15;4001;3423;4,71712E+15;566032;888259;988
1530;1260;209837;7,384E+15;4001;3424;4,70992E+16;566032;888608;987
1530;1270;209559;7,344E+15;4001;3425;4,70274E+14;566034;885702;986
1530;1280;209319;7350;4001;3424;4,69559E+15;566039;884605;985
1530;1290;20912;7,368E+15;4001;3425;4,68833E+15;562433;884525;984
1530;1300;20890;7,328E+15;4001;3426;4,68105E+15;562425;883994;983
1530;1310;208691;7320;4001;3427;4,67396E+14;562436;883491;982
1530;1320;208455;7,312E+15;4001;3426;4,66671E+15;562431;88073;981
1530;1330;208319;7,312E+15;4001;3427;4,65951E+15;562431;881231;980
1530;1340;20818;7,272E+15;4001;3428;4,65231E+15;558831;881634;979
1530;1350;207997;7,272E+15;4001;3427;4,65228E+15;558828;880745;978
1530;1360;207872;7,272E+15;4001;3428;4,64519E+15;558839;88202;977
1530;1370;207691;7,296E+15;4001;3427;4,64036E+15;558836;879752;976
1530;1380;207866;7,17593E+15;401;368;4592375;55580;889753;975
1530;1390;207722;7,176E+15;3996;376;4,57434E+15;551634;885862;974
1530;1400;208069;7,256E+15;3999;3433;4,63434E+15;558834;880722;973
1530;1410;207928;7,256E+15;40;3429;4,64514E+15;558834;882872;972
1530;1420;207656;7,236E+15;40;3429;4,63791E+15;558831;881288;971
1530;1430;207447;7260;40;3429;4,63074E+14;558834;880944;970
1530;1440;207162;7200;40;3431;4,62361E+15;558841;87780;969
1530;1450;207034;7,22406E+15;3999;343;4,61631E+15;555231;880819;968
1530;1460;206903;7,224E+15;40;343;4,60914E+14;555234;880488;967
1530;1470;206762;7,22394E+15;40;3431;4,60431E+15;555231;880575;966
1530;1480;206516;7,208E+15;3999;343;4,60191E+15;555231;878409;965
1530;1490;206319;7,16781E+15;3999;3431;4,59231E+15;555231;880603;964
1530;1500;206094;7,152E+15;3999;3432;4,58634E+15;555234;877662;963
1530;1510;205847;7,16992E+15;3999;3433;4,57431E+15;551631;874338;962
1530;1520;205681;7,136E+15;3998;3433;4,57314E+15;551634;87395;961
1530;1530;205625;7,136E+15;3999;3433;4,56591E+15;551631;878131;960
1530;1540;205441;7,136E+15;3998;3434;4562375;551638;876388;959
1530;1550;205281;7,116E+15;3998;3434;4,55874E+14;551634;873462;958
1530;1560;205194;7,116E+15;3998;3435;4,55151E+15;551631;877262;957
1530;1570;205028;7120;3998;3435;4,55041E+15;551641;874869;956
1530;1580;204909;7080;3998;3435;454425;548025;877262;955
1530;1590;20475;7080;3998;3435;4544375;548038;876619;954
1530;1600;20455;7,064E+15;3997;3437;4,53711E+15;548031;874712;953
1530;1610;204388;7,064E+15;3998;3436;4,53231E+15;548031;871994;952
1530;1620;204388;6960;4007;3691;4,48731E+15;545306;880994;951
1530;1630;206362;7,048E+15;3992;3778;4,42205E+15;540845;883734;950
1530;1640;206394;7,096E+15;3994;3437;4,58032E+15;551632;884464;949
1530;1650;206042;7,056E+15;3994;3437;4,58638E+14;551638;88303;948
1530;1660;20569;7,056E+15;3995;3437;4,57438E+15;551638;879238;947
1530;1670;205437;7,056E+15;3995;3437;4,56592E+15;551632;881878;946
1530;1680;205117;7040;3995;3438;4,55634E+15;551632;878941;945
1530;1690;204781;7020;3995;3438;4,55035E+15;548035;876231;944
1530;1700;204538;7,024E+15;3994;344;4,53715E+15;548035;877366;943
1530;1710;204237;6,98394E+15;3994;3441;4,52996E+16;548036;874128;942
1530;1720;203971;6,984E+15;3995;3441;4,52272E+16;548032;87401;941
1530;1730;20369;6,944E+15;3994;3442;4,51432E+15;544432;875037;940
1530;1740;203527;6,948E+15;3995;3442;4,50835E+15;544435;874784;939
1530;1750;203347;6,948E+15;3994;3443;4,50112E+15;544432;873149;938
1530;1760;20320;6,928E+15;3994;3443;4,49397E+15;544434;872034;937
1530;1770;203014;6,928E+15;3995;3443;4,48673E+15;544433;868433;936
1530;1780;20280;6,888E+15;3995;3444;4484375;540838;870636;935
1530;1790;202605;6,912E+15;3994;3444;447825;540825;870512;934
1530;1800;202438;6,87202E+15;3994;3444;4,47231E+15;540831;870816;933
1530;1810;202275;6,896E+15;3994;3445;4,46034E+15;540834;871308;932
1530;1820;202077;6,876E+15;3994;3445;4,45433E+15;540833;869822;931
1530;1830;202039;6,86992E+14;3995;3445;4,45074E+15;540834;870916;930
1530;1840;201894;6,876E+15;3994;3445;4,44836E+14;540836;870161;929
1530;1850;201808;6,856E+15;3994;3446;4,44356E+15;537236;871062;928
1530;1860;201706;6,76813E+14;4003;3697;4,38934E+15;53550;876666;927
1530;1870;201622;6760;3989;3773;4,37034E+15;533634;876241;926
1530;1880;202181;6850;3993;3451;4,43634E+15;537234;870372;925
1530;1890;202078;6,856E+15;3994;3447;4454375;540838;871975;924
1530;1900;201825;6840;3993;3446;4448375;537238;871494;923
1530;1910;201612;6,864E+15;3993;3446;4,44234E+15;537234;869953;922
1530;1920;201419;6,82386E+15;3993;3447;4,43634E+15;537234;869194;921
1530;1930;201234;6,804E+15;3993;3448;4,42917E+15;537238;869809;920
1530;1940;201022;6,808E+15;3993;3448;4,42194E+15;537234;869131;919
1530;1950;200803;6,768E+15;3993;3448;4,41477E+15;537238;868053;918
1530;1960;200638;6,768E+15;3993;3449;4,41231E+15;533631;866119;917
1530;1970;200431;6,768E+15;3993;3449;4406375;533638;866491;916
1530;1980;200325;6,752E+15;3992;3449;4400375;533638;867559;915
1530;1990;200122;6,752E+15;3992;345;4,39314E+15;533634;866338;914
1530;2000;199981;6,75575E+15;3991;3451;4,38831E+15;533631;867197;913
1530;2010;199875;6,736E+15;3992;3451;4,38233E+15;533634;866819;912
1530;2020;199706;6,736E+15;3992;3451;4,37871E+15;533631;868031;911
1530;2030;19960;6720;3992;3451;4,37142E+15;530022;865747;910
1530;2040;199491;6720;3992;3451;4,37031E+15;530031;863831;909
1530;2050;199331;6720;3991;3451;4,36434E+15;530034;863697;908
1530;2060;199216;6,704E+15;3991;3451;4364375;530038;864056;907
1530;2070;199062;6,704E+15;3991;3451;4,35708E+15;530028;864044;906
1530;2080;198994;6,664E+15;3991;3453;4,34991E+15;530031;868119;905
1530;2090;198756;6,688E+15;3991;3453;4,34634E+15;530031;86100;904
1530;2100;198556;657625;3999;3702;4298375;525706;873712;903
1530;2110;20089299;9,95369E+15;4269;3279;6,888E+15;8052656;8052656;902
1530;2120;201088;6660;3983;3434;4,79635E+15;580435;938614;901
1530;2130;20144;6,744E+15;3987;3458;4,41248E+15;533648;876221;900
1530;2140;201229;6720;3987;3456;4,42192E+15;537232;876515;899
1530;2150;200931;6680;3987;3458;4,41475E+15;533635;873872;898
1530;2160;200666;6680;3987;3458;4,40632E+15;533632;872521;897
1530;2170;200397;6680;3988;3458;4,40035E+15;533635;873658;896
1530;2180;200064;6660;3988;3458;4,39315E+15;533635;871219;895
1530;2190;199811;6600;3988;3459;4,38238E+15;530038;870716;894
1530;2200;199524;6,624E+15;3987;346;4,37635E+15;530035;871831;893
1530;2210;199242;6,624E+15;3987;346;4,36435E+15;530035;869145;892
1530;2220;198982;6,584E+15;3987;346;4,35705E+15;530025;868406;891
