Battery_ID;Cycle_Index;DischargeTime(s);Decrement3.6-3.4V(s);Max.VoltageDischar.(V);Min.Voltage Charg.(V);Time_at4.15V(s);Time_constant_current(s);Charging_time(s);RUL
5050;9760;10775;2,976E+16;3846;3675;1601375;227638;736181;137
5050;9770;107719;2,968E+16;3846;3676;1,59752E+16;227638;740894;136
5050;9780;107388;2960;3845;3675;1,59694E+15;227644;736156;135
5050;9790;107006;2,93143E+15;3845;3676;158775;227625;736438;134
5050;9800;106906;2,93143E+15;3845;3677;1,58203E+15;224031;732219;133
5050;9810;106712;2,92909E+16;3846;3677;1,57881E+15;224031;73455;132
5050;9820;106631;2,92909E+16;3846;3678;1,57174E+16;224031;731944;131
5050;9830;106738;2,928E+16;3846;3678;1,57174E+16;224031;73310;130
5050;9840;106525;2,92052E+16;3846;3677;1,5718E+16;224038;734431;129
5050;9850;106356;2920;3845;368;1,5666E+16;224031;724962;128
5050;9860;105925;2,91273E+15;3843;3678;1,56145E+16;224031;73210;127
5050;9870;103275;2,90812E+15;3827;3812;1,23931E+15;20370;784962;126
5050;9880;104481;2,88468E+16;3835;3934;1,20666E+16;198838;775719;125
5050;9890;104681;2,89714E+15;3837;3684;1,51131E+15;216831;737556;124
5050;9900;104338;2,88286E+15;3836;3684;1515875;216838;73015;123
5050;9910;104656;2880;3837;3683;1,51003E+15;216831;728138;122
5050;9920;104656;2880;3838;3684;1,51581E+15;216831;720962;121
5050;9930;104412;2,87286E+15;3837;3682;1520375;216838;725512;120
5050;9940;103975;2,85571E+15;3838;3683;1,5153E+16;216844;724631;119
5050;9950;103975;2,86286E+15;3838;3684;1,50488E+16;216831;724081;118
5050;9960;104025;2,86286E+15;3839;3684;1502375;216838;718844;117
5050;9970;104094;2,86909E+16;3839;3684;1,50482E+16;216825;72250;116
5050;9980;104012;2,86909E+16;3839;3683;1,50231E+15;216831;715131;115
5050;9990;104169;2,86909E+16;3839;3683;1,50231E+15;216831;723812;114
5050;10000;104231;2,86909E+16;3839;3683;1,50231E+15;216831;71975;113
5050;10010;10415;2,86909E+16;3839;3682;1,51009E+16;216838;717594;112
5050;10020;104094;2,86909E+16;3838;3683;1506875;216838;724094;111
5050;10030;103944;2,86286E+15;3839;3683;1502375;216838;723038;110
5050;10040;10345;2,83857E+15;3838;3683;1,49794E+15;216844;725281;109
5050;10050;102881;2,83429E+15;3835;3684;1,48881E+15;213231;723994;108
5050;10060;103044;2,83429E+15;3836;3685;1475375;213238;72780;107
5050;10070;102862;2,82714E+15;3836;3685;1479875;213238;71970;106
5050;10080;103188;2,83429E+15;3836;3685;1,47531E+15;213231;71960;105
5050;10090;102781;2820;3836;3684;1488875;213238;722212;104
5050;10100;102619;2820;3835;3685;1,46895E+16;213238;720519;103
5050;10110;101475;28325;3823;3814;115525;19320;785512;102
5050;10120;19094599;61200;422;3363;5,307E+14;6438595;6438595;101
5050;10130;100848;2,79165E+16;3815;3619;2,47072E+15;364432;1203862;100
5050;10140;100775;2,75143E+15;3821;3698;1,43038E+16;209638;750915;99
5050;10150;101197;2,75868E+16;3824;3698;1,43926E+16;209626;729427;98
5050;10160;101606;2,77143E+15;3825;3697;1,44832E+15;209632;724378;97
5050;10170;101882;2,7811E+15;3827;3697;1,45723E+16;209623;720727;96
5050;10180;102307;2,79692E+15;3828;3696;1,46378E+16;213235;722195;95
5050;10190;102454;2,80714E+15;3828;3694;1,47085E+16;213235;719376;94
5050;10200;102499;2,80488E+15;3828;3693;1,47538E+16;213238;723613;93
5050;10210;102541;2,79714E+15;3828;3695;1,4741E+16;213238;722899;92
5050;10220;102432;2,81275E+15;3829;3693;1,47526E+15;213226;725693;91
5050;10230;102275;2,81275E+15;3829;3692;1,47088E+16;213238;728307;90
5050;10240;102092;2,7956E+15;3829;3693;1,46632E+16;209632;724951;89
5050;10250;102041;2,78637E+15;3829;3693;1,45864E+16;209636;724595;88
5050;10260;10200;2,7956E+15;3829;3693;1,45735E+16;209635;725798;87
5050;10270;101715;2780;3828;3693;1,45349E+16;209635;729363;86
5050;10280;101766;2,78769E+15;3828;3694;1,44836E+15;209636;721673;85
5050;10290;101683;2,77846E+16;3828;3692;1,45284E+16;209634;725648;84
5050;10300;101822;2,77846E+16;3828;3693;1,44822E+15;209622;729139;83
5050;10310;10160;2,77846E+16;3828;3692;1,44836E+16;209636;726647;82
5050;10320;101491;2,77055E+16;3828;3693;1448375;209638;724156;81
5050;10330;101261;2,75769E+15;3828;3693;1,44381E+16;209631;72312;80
5050;10340;101188;2,75341E+15;3828;3693;1439375;209638;723075;79
5050;10350;101053;2,75571E+15;3828;3694;1,43477E+14;209627;725927;78
5050;10360;100698;2,74549E+15;3828;3694;1,43036E+15;206039;721584;77
5050;10370;98742;2,69399E+15;3812;3816;1,09231E+15;18550;791427;76
5050;10380;99197;2,71543E+16;3818;3943;1,08234E+16;184434;775819;75
5050;10390;99606;2720;3822;3699;138075;202425;731109;74
5050;10400;99928;2,72308E+16;3824;3697;1394375;202438;722606;73
5050;10410;100059;2,73084E+16;3825;3696;1,40717E+16;206031;72090;72
5050;10420;99772;2,72308E+16;3824;3695;1,4072E+16;206034;718859;71
5050;10430;99744;2,70808E+16;3824;3696;1,39884E+16;202434;721053;70
5050;10440;99744;2,71385E+16;3825;3697;1,39881E+16;202431;716741;69
5050;10450;99622;2,71385E+16;3825;3695;1398875;202438;717394;68
5050;10460;99403;2,72308E+16;3825;3696;1,39695E+16;202438;719766;67
5050;10470;99378;2,70231E+16;3824;3696;1389875;202438;718291;66
5050;10480;99122;2,69802E+15;3824;3697;1,38984E+15;202434;717372;65
5050;10490;98931;2,69011E+14;3823;3697;1,38155E+16;202441;719625;64
5050;10500;98759;2,6822E+15;3823;3696;1,37641E+16;202441;714219;63
5050;10510;98478;2,67429E+15;3822;3697;1,37631E+16;198831;709006;62
5050;10520;98144;2,67214E+15;3821;3698;1,36734E+15;198834;717078;61
5050;10530;97778;2,649E+16;382;3698;1358375;198838;710606;60
5050;10540;97678;2,65714E+15;382;3699;1,35384E+15;198834;712512;59
5050;10550;97738;2,65714E+15;3821;37;1,34934E+16;198834;708625;58
5050;10560;97731;2,65714E+15;382;3699;1,34934E+16;198834;709888;57
5050;10570;97641;2,656E+16;3821;37;1349375;198838;707656;56
5050;10580;97622;2,65714E+15;3821;3699;1,34484E+16;198834;710231;55
5050;10590;97584;2,64214E+15;3821;3699;1,34484E+16;195234;713203;54
5050;10600;97419;2,64857E+15;3821;3699;1,34031E+16;195231;712594;53
5050;10610;97353;2,642E+16;382;3699;1,34041E+15;195241;71335;52
5050;10620;95866;2,56813E+16;3806;3819;1,00489E+16;175697;788916;51
5050;10630;96116;2,616E+16;3812;3947;9,98344E+14;173634;76960;50
5050;10640;96022;2,594E+16;3813;3703;1,30434E+16;191634;723012;49
5050;10650;96319;2600;3816;3703;1,30881E+16;191631;715816;48
5050;10660;96462;2,61829E+16;3816;3703;1317875;195238;71285;47
5050;10670;96725;2,61829E+16;3817;3702;1322375;195238;710331;46
5050;10680;96344;2,61214E+15;3816;3701;1,32681E+16;195231;710344;45
5050;10690;9605;2600;3816;3701;1317875;195238;706969;44
5050;10700;96256;2,61214E+15;3816;3702;1,30945E+16;191631;707806;43
5050;10710;96288;2,60114E+16;3817;3702;1313375;195238;708738;42
5050;10720;96188;2,60114E+16;3817;3702;1313375;195238;701919;41
5050;10730;9620;2,59714E+15;3817;3701;1,31331E+16;191631;703412;40
5050;10740;9605;2,599E+16;3817;3701;1313375;195238;70245;39
5050;10750;95912;2,58857E+15;3817;3702;1308875;191638;709412;38
5050;10760;95656;2,58214E+15;3816;3702;130425;191625;707738;37
5050;10770;95612;2580;3816;372;1299875;191638;706581;36
5050;10780;95625;2,57486E+16;3817;3702;1295375;191638;709012;35
5050;10790;95162;2,563E+16;3815;3702;1,29531E+16;191631;702212;34
5050;10800;95031;2,556E+16;3815;3703;1,29081E+16;191631;702456;33
5050;10810;94862;2,55429E+15;3815;3704;128625;188025;708731;32
5050;10820;95031;2,56571E+15;3816;3704;1281875;188038;705681;31
5050;10830;95262;2,57486E+16;3816;3704;1,28631E+16;191631;706431;30
5050;10840;95425;2,57357E+15;3817;3702;1,29081E+16;191631;711144;29
5050;10850;95406;2,57143E+15;3818;3702;1290875;191638;713588;28
5050;10860;95019;2,56571E+15;3816;3702;1,29069E+16;191619;71555;27
5050;10870;93462;2,45359E+16;38;3821;9,38313E+15;16730;781231;26
5050;10880;93931;2,53071E+15;3808;3952;9,34089E+15;166438;773025;25
5050;10890;93394;2,50393E+16;3808;3707;125475;188025;717081;24
5050;10900;93562;2,50235E+15;3809;3708;1241375;184438;711288;23
5050;10910;9435;2,54118E+15;3811;3707;1,24831E+16;184431;709375;22
5050;10920;94075;2520;3811;3705;126825;188025;715794;21
5050;10930;9395;25275;3812;3705;1260375;188038;710112;20
5050;10940;94481;2,52914E+16;3813;3706;1263875;188038;713325;19
5050;10950;9425;2,52914E+16;3814;3705;1272875;188038;712288;18
5050;10960;93938;2,527E+15;3813;3705;1268375;188038;710256;17
5050;10970;94075;2,527E+15;3814;3706;1259375;188038;71195;16
5050;10980;94131;2,52857E+16;3814;3705;1259375;188038;712538;15
5050;10990;94075;2,534E+16;3814;3705;1259375;188038;713556;14
5050;11000;9410;2,53286E+15;3814;3705;1,25944E+16;188044;710769;13
5050;11010;94081;2,52114E+15;3815;3706;1259375;188038;712325;12
5050;11020;9400;2,527E+15;3814;3705;1259375;188038;714881;11
5050;11030;9380;2520;3813;3706;1254875;184438;71005;10
5050;11040;93644;2,50992E+15;3813;3705;1252375;184438;711375;9
5050;11050;93388;2490;3812;3706;125025;184425;710112;8
5050;11060;93081;2,47966E+16;3811;3706;1244375;184438;707219;7
5050;11070;92862;2475;381;3707;1,23681E+16;184431;704862;6
5050;11080;92712;2,48029E+16;381;3707;1,23619E+16;184419;710944;5
5050;11090;9280;2,47179E+15;381;3709;123225;184425;707131;4
5050;11100;92525;2460;3808;3707;123225;184425;698512;3
5050;11110;92025;24375;3807;3708;1227875;184438;699444;2
5050;11120;90694;2,33969E+16;3795;3825;854375;15820;777675;1
5050;11130;67930797;283252125;4216;3256;5,187E+15;60452109;60452109;0
